filename,width,height,class,xmin,ymin,xmax,ymax
discarded-plastic-bottles-garbage-pollution-on-the-grass-picture-id1165991358_jpg.rf.6402a26c4ffd03b6c57c54fc70661388.jpg,416,416,Plastic beverage bottle_Small,323,174,372,226
discarded-plastic-bottles-garbage-pollution-on-the-grass-picture-id1165991358_jpg.rf.6402a26c4ffd03b6c57c54fc70661388.jpg,416,416,Plastic beverage bottle_Small,282,65,321,134
discarded-plastic-bottles-garbage-pollution-on-the-grass-picture-id1165991358_jpg.rf.6402a26c4ffd03b6c57c54fc70661388.jpg,416,416,Plastic beverage bottle_Small,259,314,302,378
plastic-pollution-picture-id1189208539_jpg.rf.63ce1dd92e644be03aca0e883dc3e149.jpg,416,416,Plastic beverage bottle_Large,8,93,240,188
plastic-pollution-picture-id1189208539_jpg.rf.63ce1dd92e644be03aca0e883dc3e149.jpg,416,416,Bags,188,96,274,157
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,339,354,382,396
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,197,282,235,325
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,97,278,131,301
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,75,227,111,254
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,57,324,80,356
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,79,329,109,366
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,98,352,130,398
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,172,394,203,414
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,141,241,168,274
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,119,252,144,284
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,89,262,122,284
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,45,228,62,253
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,318,308,345,332
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,237,266,264,288
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,179,252,208,286
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,106,310,141,326
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,136,322,163,352
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,84,299,114,333
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,18,260,44,297
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,18,219,47,246
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,115,221,144,249
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,156,197,181,212
recycling-plastics-picture-id1277590166_jpg.rf.6423df3c5bce61a3d9dd1ef585be391d.jpg,416,416,Cups,227,242,249,269
environmental-issue-plastic-in-the-ocean-picture-id991797770_jpg.rf.664bbd185258ab814b0df12c973e33d2.jpg,416,416,Bags,160,80,307,345
environmental-issue-plastic-in-the-ocean-picture-id991797770_jpg.rf.664bbd185258ab814b0df12c973e33d2.jpg,416,416,Bags,68,171,201,328
child-work-in-a-plastic-bottle-recycle-factory-located-in-dhaka-on-picture-id1167381550_jpg.rf.65187197aef32f08a4872a5c1e11671f.jpg,416,416,Plastic beverage bottle_Medium,244,147,258,181
child-work-in-a-plastic-bottle-recycle-factory-located-in-dhaka-on-picture-id1167381550_jpg.rf.65187197aef32f08a4872a5c1e11671f.jpg,416,416,Plastic beverage bottle_Medium,83,261,112,283
child-work-in-a-plastic-bottle-recycle-factory-located-in-dhaka-on-picture-id1167381550_jpg.rf.65187197aef32f08a4872a5c1e11671f.jpg,416,416,Plastic beverage bottle_Large,94,301,109,351
child-work-in-a-plastic-bottle-recycle-factory-located-in-dhaka-on-picture-id1167381550_jpg.rf.65187197aef32f08a4872a5c1e11671f.jpg,416,416,Plastic beverage bottle_Large,75,299,97,347
child-work-in-a-plastic-bottle-recycle-factory-located-in-dhaka-on-picture-id1167381550_jpg.rf.65187197aef32f08a4872a5c1e11671f.jpg,416,416,Plastic beverage bottle_Large,144,204,176,232
discarded-plastic-bags-bottles-lie-260nw-1007414497_jpg.rf.6498ddf57238b32bc646178fd7ab7755.jpg,416,416,Bags,108,254,274,345
discarded-plastic-bags-bottles-lie-260nw-1007414497_jpg.rf.6498ddf57238b32bc646178fd7ab7755.jpg,416,416,Plastic beverage bottle_Medium,58,314,171,366
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Jugs- containers,280,151,416,249
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Cups,183,332,265,414
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Cups,271,114,312,162
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Jugs- containers,104,109,184,157
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Jugs- containers,174,243,264,361
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Jugs- containers,0,156,50,241
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Plastic rope - net pieces,261,276,416,358
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Plastic rope - net pieces,1,161,214,339
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Plastic rope - net pieces,180,8,414,75
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Other,63,17,130,98
environmental-pollution-spilled-garbage-on-the-beach-picture-id1224702937_jpg.rf.64fe6bfe953df8c9cc8da6e5044d9d21.jpg,416,416,Terrestrial biomass,0,273,237,415
garbage-and-plastic-bottles-along-tg-lipat-coastline-in-kota-kinabalu-picture-id1088855276_jpg.rf.64e70785d32973b430974e731ab3ae49.jpg,416,416,Glass beverage bottle,201,234,245,330
closeup-of-woman-putting-plastic-bottle-into-recycling-bin-picture-id1269350339_jpg.rf.646c481e19be7253487742ebb0594287.jpg,416,416,Plastic beverage bottle_Large,144,138,270,168
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155037150_jpg.rf.64d040000fd924d8f710927cdaadb6ea.jpg,416,416,Plastic beverage bottle_Large,37,221,106,310
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155037150_jpg.rf.64d040000fd924d8f710927cdaadb6ea.jpg,416,416,Plastic beverage bottle_Small,29,312,81,323
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155037150_jpg.rf.64d040000fd924d8f710927cdaadb6ea.jpg,416,416,Bags,0,106,46,154
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155037150_jpg.rf.64d040000fd924d8f710927cdaadb6ea.jpg,416,416,Bags,116,234,308,344
plastic-bag-picture-id1131820618_jpg.rf.664765d1dd4657cc30696d0361366378.jpg,416,416,Bags,180,172,272,238
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,0,158,208,416
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,0,284,138,407
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,0,128,150,291
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,108,1,209,319
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,201,0,389,328
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,180,332,416,415
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,240,284,415,415
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,186,170,416,328
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,285,0,415,223
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,7,0,246,69
water-bottles-in-recycling-bin-picture-id1163800505_jpg.rf.642409928535f3d14fe2e2320f2c6aba.jpg,416,416,Plastic beverage bottle_Small,58,59,292,167
food-wrapper-rubbish-in-the-ocean-picture-id1155299274_jpg.rf.65b56f26971f84ee88905d5d3ee4a970.jpg,416,416,Soft food wrappers,158,132,232,289
collecting-trash-on-the-beach-picture-id1212256772_jpg.rf.639316c106f175cc106dff9c1e827168.jpg,416,416,Terrestrial biomass,340,290,362,316
collecting-trash-on-the-beach-picture-id1212256772_jpg.rf.639316c106f175cc106dff9c1e827168.jpg,416,416,Terrestrial biomass,356,240,376,273
collecting-trash-on-the-beach-picture-id1212256772_jpg.rf.639316c106f175cc106dff9c1e827168.jpg,416,416,Bags,121,328,146,376
collecting-trash-on-the-beach-picture-id1212256772_jpg.rf.639316c106f175cc106dff9c1e827168.jpg,416,416,Plastic beverage bottle_Large,180,266,208,359
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Cups,280,242,293,266
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Jugs- containers,336,281,368,323
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Tyres,235,164,305,207
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Terrestrial biomass,0,110,290,415
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Jugs- containers,88,326,159,373
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Jugs- containers,178,354,248,415
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,64,148,79,197
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,49,374,154,415
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,318,345,369,412
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,360,266,386,360
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,151,268,200,358
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,241,211,258,237
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,226,208,241,240
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,125,194,171,235
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Plastic beverage bottle_Large,136,236,193,266
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Terrestrial biomass,345,218,415,281
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Terrestrial biomass,348,347,415,415
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Jugs- containers,226,235,245,275
waste-from-the-sea-picture-id185301185_jpg.rf.66544b33aed554977082d8c402270ea6.jpg,416,416,Cups,46,272,93,313
environmental-pollution-picture-id1094539034_jpg.rf.650607d5cd9f6c61ec0a2f562158cfd0.jpg,416,416,Plastic beverage bottle_Large,196,174,300,246
environmental-pollution-picture-id1094539034_jpg.rf.650607d5cd9f6c61ec0a2f562158cfd0.jpg,416,416,Bags,0,183,180,278
singleuse-plastic-waste-medical-mask-260nw-1880327020_jpg.rf.6679a77adb061d15f8997f027cd388f2.jpg,416,416,Bags,77,213,233,296
singleuse-plastic-waste-medical-mask-260nw-1880327020_jpg.rf.6679a77adb061d15f8997f027cd388f2.jpg,416,416,Plastic beverage bottle_Small,73,198,159,262
plastic-bags-cause-pollution-environmental-260nw-398131957_jpg.rf.64c15d3be611aa2294b9a10a1db2d5cf.jpg,416,416,Bags,53,85,331,270
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155206206_jpg.rf.65fe965316c2a75bfa2ab6ae9595d59b.jpg,416,416,Plastic beverage bottle_Small,96,210,334,299
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155206206_jpg.rf.65fe965316c2a75bfa2ab6ae9595d59b.jpg,416,416,Plastic beverage bottle_Small,219,194,382,245
woman-volunteer-wearing-picking-up-trash-and-plastic-waste-in-public-picture-id1155206206_jpg.rf.65fe965316c2a75bfa2ab6ae9595d59b.jpg,416,416,Bags,0,1,415,219
volunteers-collecting-garbage-picture-id1278803752_jpg.rf.667bb9b6dc984081bc5cb06695849aac.jpg,416,416,Bags,136,272,313,415
volunteers-collecting-garbage-picture-id1278803752_jpg.rf.667bb9b6dc984081bc5cb06695849aac.jpg,416,416,Plastic beverage bottle_Medium,189,109,227,317
plastic-pollution-picture-id1167778764_jpg.rf.6665be67dafab23ae1a9f15edaf25b2f.jpg,416,416,Plastic beverage bottle_Medium,248,87,303,136
plastic-pollution-picture-id1167778764_jpg.rf.6665be67dafab23ae1a9f15edaf25b2f.jpg,416,416,Bags,136,106,415,415
discarded-plastic-trash-on-the-beach-picture-id1285134565_jpg.rf.66584b613d87c6c1657dff96e5ff618b.jpg,416,416,Plastic beverage bottle_Medium,69,293,210,344
discarded-plastic-trash-on-the-beach-picture-id1285134565_jpg.rf.66584b613d87c6c1657dff96e5ff618b.jpg,416,416,Cigarettes,236,343,259,358
trash-collects-on-ballona-creek-after-rainfall-picture-id661610346_jpg.rf.66812647754d25d5723281cfaf52467a.jpg,416,416,Jugs- containers,141,278,190,317
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,70,79,121,183
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,0,132,35,215
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,23,204,101,305
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,42,238,119,357
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,62,320,148,369
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,114,218,164,336
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,195,87,273,182
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,193,35,280,111
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,323,44,386,137
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,374,211,415,263
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Small,358,152,416,211
plastic-waste-picture-id953651232_jpg.rf.66f8c9cf80a4fb8b8fc07f3b9617dc8d.jpg,416,416,Plastic beverage bottle_Large,283,143,349,311
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,271,367,322,394
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,288,389,342,415
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,270,166,285,217
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,259,228,279,280
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,294,225,320,282
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,280,266,311,322
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,123,332,146,400
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,163,273,184,312
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,124,295,163,321
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,334,230,375,254
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,342,258,370,304
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,322,325,349,397
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,331,0,355,16
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,346,15,358,41
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,116,136,140,176
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,381,94,403,128
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,271,142,300,161
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,255,110,273,143
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,248,18,273,38
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,61,221,103,245
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,176,103,190,136
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,143,140,174,167
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,221,296,243,340
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,81,139,106,161
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,14,115,32,153
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Soft food wrappers,69,281,93,327
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Bags,65,313,124,415
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,181,38,207,65
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,118,86,150,103
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,39,74,69,91
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,79,163,94,206
plastic-pollution-garbage-floating-on-water-picture-id459023331_jpg.rf.672517d7dedf5dfd1cae002da9966a1a.jpg,416,416,Plastic beverage bottle_Medium,229,154,245,176
